asistencia_pct,nota_media,materias_suspensas,numero_materias_curso,evaluaciones_realizadas,partes_disciplinarios,matricula_activa,oferta_educativa,Repetidor_curso_actual,dias_sin_actividad,inasistencias_consecutivas,grado_urbanizacion,distancia_escuela,acceso_internet,nivel_socioeconomico,apoyo_familiar,trabaja,abandono_escolar
54.66,6.1,7,13,2,3,1,3,1,7,1,3,7.17,0,3,1,0,0
100.0,6.84,5,12,3,4,1,1,0,1,1,2,28.84,1,1,1,0,0
73.12,6.24,7,14,3,3,1,2,0,20,5,3,18.52,1,4,1,0,0
56.35,5.56,4,11,2,2,1,1,0,24,17,1,16.94,1,4,1,0,0
67.91,5.66,6,10,4,4,1,2,0,4,1,3,17.44,1,5,1,1,0
74.44,8.22,3,14,4,0,1,3,0,17,1,3,8.38,1,2,1,0,0
63.2,5.8,7,12,2,2,1,3,0,1,15,1,11.53,1,2,1,0,0
32.16,5.99,6,13,3,4,0,3,0,10,1,1,1.0,1,4,1,0,1
73.58,5.98,5,10,3,1,1,1,0,25,12,2,8.78,1,2,1,0,0
56.15,8.05,2,11,3,2,0,2,0,13,9,1,9.41,1,3,1,0,1
69.05,6.79,5,10,4,2,1,2,0,9,5,1,19.33,1,3,1,1,0
15.79,3.1,9,12,0,5,0,1,0,40,31,1,21.98,0,4,1,1,1
24.56,3.33,9,13,0,2,1,3,0,58,19,1,18.13,1,2,0,0,0
36.2,2.21,10,11,4,6,1,3,0,3,21,1,20.7,1,6,0,1,0
87.44,10.0,2,12,3,1,1,2,0,11,8,1,14.01,1,1,1,0,0
95.76,7.46,2,11,1,0,1,4,0,21,15,2,28.33,1,4,1,0,0
0.0,3.4,7,10,2,5,0,2,1,37,29,1,15.21,1,3,1,0,1
70.33,5.33,6,10,3,3,1,3,0,26,9,2,23.89,0,6,1,1,0
45.59,5.25,8,13,3,4,1,4,0,15,11,3,10.5,1,5,1,1,0
81.88,4.86,9,14,4,0,1,3,0,8,6,1,27.95,1,1,1,0,0
37.3,1.34,10,11,2,4,1,1,1,1,1,3,28.42,1,5,0,0,0
87.15,7.17,4,14,2,1,1,4,0,3,24,3,1.0,1,4,1,1,0
100.0,8.03,2,14,2,6,1,1,0,1,1,2,25.84,1,1,1,0,0
66.46,5.44,6,12,1,2,1,2,1,15,12,1,13.04,1,4,0,0,0
79.06,3.96,8,13,4,1,1,1,0,2,3,3,2.11,0,4,1,0,0
0.0,,6,11,0,4,0,3,0,38,43,2,1.0,1,5,0,1,1
53.16,4.96,6,12,2,3,1,1,0,19,1,1,2.32,1,3,0,0,0
69.58,5.78,6,10,1,0,1,1,0,1,1,2,16.4,1,2,0,0,0
71.71,7.75,2,10,2,2,1,3,0,15,7,1,7.71,1,2,1,1,0
81.83,6.56,4,12,2,0,1,2,0,15,6,2,5.37,1,3,1,0,0
28.96,1.26,10,14,1,1,1,3,1,63,1,3,20.95,0,6,0,0,0
75.58,6.92,5,14,2,0,1,2,0,22,1,1,33.45,1,4,1,0,0
50.19,5.92,5,13,2,1,1,3,0,13,11,1,10.7,1,4,0,0,0
70.66,8.82,2,12,1,0,1,1,1,8,13,1,1.0,1,2,1,0,0
78.68,8.96,1,10,3,5,1,2,0,35,1,3,6.46,1,3,1,0,0
88.53,6.19,6,11,4,0,1,3,0,26,2,2,1.85,1,2,1,0,0
70.26,5.35,6,10,4,2,1,4,0,1,6,2,1.0,1,4,1,0,0
84.96,7.06,5,12,1,4,1,4,0,18,1,2,1.0,1,2,1,0,0
85.09,5.22,6,12,3,3,1,4,0,14,1,2,12.76,1,6,0,0,0
72.08,3.58,8,14,1,1,1,1,0,1,7,3,2.96,1,5,1,1,0
50.97,5.61,6,11,1,0,1,4,1,22,14,2,8.84,1,2,1,1,0
86.2,5.89,7,14,1,2,1,4,0,11,24,1,8.91,1,1,0,0,0
74.0,7.94,2,11,4,0,1,1,0,8,11,3,1.0,1,6,1,0,0
30.46,0.0,10,12,1,6,1,2,1,15,1,3,36.93,1,4,0,0,0
79.91,6.35,5,13,1,3,1,4,0,18,6,3,9.1,1,1,1,0,0
76.01,7.99,2,14,3,1,1,1,0,13,1,1,4.44,1,6,1,0,0
88.05,6.49,6,14,3,4,1,1,0,1,6,1,16.75,1,1,1,0,0
16.62,5.34,7,11,1,4,0,4,0,45,29,3,1.0,1,6,1,0,1
56.02,6.22,7,14,1,2,1,3,0,6,1,1,17.3,0,6,1,0,0
62.94,2.74,8,12,4,0,1,3,0,14,6,2,10.56,1,5,1,1,0
53.85,8.33,3,10,4,1,1,3,0,15,18,1,26.91,1,6,1,0,0
56.23,4.25,7,12,4,1,1,1,1,6,1,1,13.7,1,6,1,1,0
82.41,8.29,4,13,4,3,1,4,0,10,9,1,1.0,1,2,1,0,0
33.69,3.36,8,12,1,4,1,1,0,19,1,3,1.0,1,4,1,1,0
88.12,2.61,9,11,2,0,1,3,0,17,1,2,15.92,1,4,1,0,0
47.82,6.37,4,12,3,2,1,4,1,11,5,3,2.27,1,1,1,0,0
81.95,4.3,7,12,4,1,1,3,0,8,5,2,3.15,1,5,1,1,0
69.41,4.08,8,13,2,4,1,2,0,27,1,2,9.91,1,6,1,0,0
14.96,7.24,4,13,1,4,0,2,0,45,23,3,7.12,1,2,1,0,1
39.36,3.95,8,13,2,5,0,4,1,3,11,3,27.62,1,6,1,0,1
72.48,4.68,8,13,1,6,1,4,0,2,9,3,13.37,1,4,1,1,0
74.52,5.04,4,10,1,4,1,3,0,11,1,1,5.43,1,3,1,0,0
54.3,6.58,3,10,4,3,1,1,1,15,15,2,4.43,1,3,1,0,0
58.67,6.12,7,13,4,4,1,2,0,25,3,2,17.56,1,3,1,0,0
11.84,4.69,7,12,1,4,0,4,0,50,22,2,14.69,1,6,0,0,1
94.93,8.11,2,10,1,1,1,1,0,15,10,3,3.61,1,6,1,0,0
64.33,4.85,6,13,4,1,1,4,0,1,22,3,9.23,1,3,1,0,0
84.61,5.63,7,14,4,1,1,4,0,18,12,1,14.83,1,2,1,0,0
64.27,6.4,5,12,2,3,1,2,0,26,9,2,23.73,1,1,0,0,0
70.72,4.32,7,14,4,0,1,3,0,1,9,2,17.86,1,4,0,0,0
90.57,9.05,2,11,1,2,1,1,0,10,8,1,38.02,1,5,1,0,0
78.48,6.07,5,13,4,4,1,4,1,1,12,3,18.73,1,2,1,0,0
77.92,5.22,6,11,2,0,1,4,0,1,4,3,17.89,1,3,1,0,0
89.05,6.37,6,13,4,4,1,4,0,13,1,2,5.9,1,5,1,1,0
69.99,6.67,4,10,3,1,1,2,0,10,1,3,16.2,1,2,1,1,0
58.69,5.94,5,14,1,5,1,3,0,5,11,3,8.0,1,5,1,0,0
75.37,3.86,7,13,2,0,1,2,0,19,1,2,24.63,1,5,1,0,0
49.72,4.58,7,11,2,5,1,3,1,35,1,3,32.06,1,1,0,0,0
98.92,6.19,6,14,3,3,1,2,0,22,14,2,6.49,1,1,0,0,0
0.0,2.62,8,10,1,5,0,2,0,27,18,1,21.55,1,6,0,0,1
61.33,4.21,8,13,3,0,1,4,0,24,1,1,1.0,1,2,0,1,0
70.76,6.65,5,13,4,0,1,1,0,8,18,3,30.54,1,3,1,1,0
90.32,5.06,6,11,4,1,1,2,0,15,4,2,22.89,1,5,1,0,0
100.0,4.82,5,10,3,2,1,1,0,25,2,3,1.0,1,4,1,0,0
64.85,2.11,10,11,4,3,1,2,0,8,2,3,6.67,1,1,0,1,0
62.45,9.16,0,11,3,5,1,4,0,1,5,3,7.43,1,1,1,0,0
62.97,6.15,5,13,2,3,1,2,0,14,1,3,24.27,1,1,1,1,0
70.5,4.46,7,13,2,1,1,2,0,7,1,2,15.67,1,4,1,1,0
85.7,5.29,5,11,2,1,1,1,0,1,17,3,4.53,1,4,1,1,0
43.64,6.08,4,11,4,2,1,1,0,18,11,1,17.16,1,4,1,0,0
44.56,3.42,9,12,2,2,1,1,0,4,12,1,1.0,1,2,0,0,0
79.0,8.25,3,11,3,0,1,2,0,9,1,3,3.9,1,6,1,0,0
71.01,5.39,6,11,1,2,1,1,0,21,1,3,18.93,1,4,0,0,0
64.65,5.63,7,12,4,0,1,2,1,6,1,2,1.0,1,5,1,0,0
23.55,2.19,10,12,2,7,0,4,0,35,23,3,32.57,1,1,1,1,1
80.31,8.56,3,11,2,0,1,3,0,2,4,2,4.01,1,1,1,0,0
72.76,8.94,1,10,2,2,1,1,0,1,6,2,9.48,1,4,1,0,0
67.62,5.58,6,10,1,1,1,2,0,1,13,3,43.93,1,2,1,1,0
84.48,8.22,2,12,2,2,1,3,0,2,2,3,1.0,1,3,1,0,0
73.79,6.12,7,14,3,1,1,1,0,3,20,2,24.81,1,1,0,1,0
81.02,5.23,8,14,1,0,1,1,0,18,9,1,22.3,1,3,1,0,0
64.98,6.14,4,11,4,6,1,1,1,5,1,3,1.32,1,3,1,0,0
72.36,7.18,3,12,3,0,1,3,0,24,5,1,16.28,1,6,1,0,0
57.19,8.38,3,13,1,3,1,3,0,19,15,2,15.26,0,4,0,1,0
74.92,6.06,6,13,2,2,1,4,0,6,8,1,25.18,1,6,1,0,0
64.9,6.32,6,14,2,0,1,1,0,21,16,2,5.92,0,1,1,0,0
91.45,5.74,6,13,2,3,1,1,0,9,1,1,17.47,1,5,1,0,0
46.42,2.92,10,13,3,5,1,1,1,6,2,3,8.78,1,6,0,0,0
88.26,4.85,6,11,2,2,1,3,1,25,13,2,11.76,1,4,1,0,0
11.44,3.43,9,14,0,3,0,1,0,30,17,1,14.01,1,2,1,0,1
76.25,4.99,7,13,3,3,1,1,0,7,10,1,1.0,1,4,1,1,0
81.9,5.48,6,10,2,3,1,2,0,29,1,2,13.8,1,3,1,0,0
63.26,5.96,7,14,4,2,1,2,1,14,11,1,9.59,1,4,0,0,0
82.09,4.24,7,11,2,4,1,3,0,28,4,3,10.8,1,2,1,1,0
47.41,6.36,6,11,1,2,1,4,0,18,1,1,13.9,1,1,1,0,0
90.64,6.11,6,14,2,3,1,4,0,5,10,2,18.15,0,1,1,0,0
57.97,6.91,3,11,4,2,1,2,0,20,1,3,30.38,1,3,1,1,0
76.65,6.05,6,11,4,3,1,2,0,6,5,3,1.0,1,2,1,0,0
1.19,6.27,7,14,1,4,0,4,0,33,38,2,10.31,1,4,1,1,1
61.05,4.86,8,14,4,3,1,2,0,21,1,1,17.01,1,1,0,1,0
70.84,6.32,6,14,2,0,1,3,0,20,1,1,1.0,0,1,0,0,0
87.67,7.93,4,14,3,5,1,2,0,23,4,3,25.15,0,1,1,0,0
37.6,0.9,9,10,4,2,0,2,0,17,6,3,3.57,1,2,0,0,1
92.56,5.33,6,11,3,2,1,1,0,8,6,1,28.95,1,2,0,1,0
62.66,3.72,9,12,1,0,1,4,0,11,1,3,11.63,1,3,1,1,0
57.56,5.58,5,12,4,0,1,3,0,3,1,1,19.6,0,6,1,1,0
81.24,5.37,7,14,1,2,1,1,0,1,3,1,25.4,1,2,1,0,0
51.87,7.51,4,12,2,2,1,1,0,11,4,1,4.48,1,4,1,0,0
55.21,5.33,6,13,3,5,1,3,0,2,14,1,11.39,1,6,0,0,0
59.37,3.12,8,13,4,2,1,4,1,1,1,2,17.09,1,4,1,0,0
36.28,3.52,8,11,2,6,1,1,0,18,2,2,20.97,1,5,0,0,0
67.97,4.62,7,14,1,1,1,3,0,1,1,3,2.13,0,2,1,1,0
15.03,,7,11,0,4,0,3,0,38,19,3,13.69,1,5,1,0,1
78.63,5.55,5,12,1,2,1,4,0,1,17,1,19.08,1,2,1,1,0
83.5,5.58,5,10,3,2,1,1,0,19,8,2,1.0,1,2,1,0,0
81.63,6.31,5,12,2,0,1,3,0,9,4,1,6.51,1,4,1,0,0
81.39,8.4,1,10,2,0,1,3,0,11,1,3,21.69,1,1,1,0,0
70.41,3.91,10,14,4,3,1,4,0,3,20,3,22.01,1,5,1,1,0
41.94,4.93,6,10,2,2,1,2,0,23,3,1,10.66,1,5,0,1,0
29.16,3.57,8,12,0,1,0,1,0,38,1,2,22.33,0,4,1,1,1
96.9,4.84,6,10,4,1,1,2,0,1,2,1,8.92,0,1,1,0,0
91.69,5.66,7,14,3,1,1,4,0,23,17,2,1.0,1,1,1,0,0
67.91,4.65,6,10,4,0,1,3,0,19,18,3,11.74,1,2,1,0,0
72.2,4.59,7,12,3,1,1,1,0,1,9,1,17.46,1,3,0,0,0
68.1,5.17,6,11,1,1,1,2,0,5,5,2,9.41,1,4,0,0,0
91.98,6.35,6,12,1,1,1,4,0,15,3,1,23.73,1,2,0,0,0
85.54,4.14,6,11,1,0,1,4,0,8,9,1,1.0,1,2,1,0,0
62.14,6.26,3,10,1,3,1,3,0,27,23,2,1.0,1,6,0,0,0
61.86,5.25,5,10,3,1,1,1,1,2,1,2,1.0,1,2,1,0,0
91.22,9.61,2,12,2,0,1,4,0,1,7,3,1.0,1,2,1,0,0
67.71,4.66,7,14,2,2,1,2,0,21,21,2,7.35,0,6,1,0,0
78.41,6.88,5,13,3,2,1,2,0,36,1,2,22.86,1,4,1,0,0
73.47,6.9,6,14,3,1,1,3,0,13,2,2,18.22,1,6,1,0,0
74.46,8.19,2,12,3,1,1,2,0,13,5,3,1.0,1,3,1,0,0
